None,ticker,datekey,date,revenue,eps,ebitda,netinc,roe,evebitda,fcfps,pb,pe,marketcap,ebit,currentratio,capex,ncfo,equity,de,year
18172,BGGSQ,2003-09-11,2003-12-31,1657633000.0,1.865,222493000.0,80638000.0,0.172,6.607,3.02,2.502,15.978,1288420185.0,158967000.0,2.678,-36690000.0,167395000.0,514987000.0,1.865,2003
18173,BGGSQ,2002-09-17,2002-12-31,1529372000.0,1.23,190911000.0,53120000.0,0.127,5.885,3.615,1.829,15.485,822547392.0,124943000.0,2.518,-43522000.0,199817000.0,449646000.0,2.0,2002
18174,BGGSQ,2001-09-12,2001-12-31,1312446000.0,1.11,162249000.0,48013000.0,0.117,7.366,0.25,1.789,15.749,756180395.0,102538000.0,2.533,-57170000.0,67968000.0,422752000.0,2.066,2001
18175,BGGSQ,2000-09-07,2000-12-31,1590557000.0,2.995,289260000.0,136473000.0,0.338,3.702,0.648,2.264,6.794,927184956.0,237890000.0,1.509,-47930000.0,77482000.0,409465000.0,1.272,2000
18176,BGGSQ,1999-09-07,1999-12-31,1501726000.0,2.275,236399000.0,106101000.0,0.324,6.384,1.051,3.89,13.416,1423475827.0,186795000.0,1.625,-64856000.0,113948000.0,365910000.0,1.394,1999
18177,BGGSQ,1998-09-08,1998-12-31,1327610000.0,1.43,180008000.0,70645000.0,0.225,5.762,1.847,3.032,13.583,959590266.0,132497000.0,1.714,-45273000.0,136390000.0,316488000.0,1.507,1998
18178,BGEN,2003-03-14,2002-12-31,1148364000.0,1.33,321695000.0,199148000.0,0.132,14.743,0.312,2.974,23.829,4745552025.0,276595000.0,3.726,-220341000.0,267077000.0,1595421000.0,0.258,2002
18179,BGEN,2002-03-29,2001-12-31,1043360000.0,1.84,426410000.0,272683000.0,0.215,17.071,0.846,5.402,26.72,7285998377.0,389497000.0,3.722,-190753000.0,316358000.0,1348832000.0,0.276,2001
18180,BGEN,2001-03-30,2000-12-31,926452000.0,2.24,525929000.0,333577000.0,0.319,18.096,1.142,8.599,28.521,9513975516.0,487105000.0,4.2,-194402000.0,365939000.0,1106402000.0,0.294,2000
18181,BGEN,2000-03-29,1999-12-31,794435000.0,1.47,360115000.0,220450000.0,0.242,31.014,1.257,11.402,50.663,11168565144.0,329016000.0,4.784,-82528000.0,272288000.0,979530000.0,0.305,1999
18182,BGEN,1999-03-24,1998-12-31,557587000.0,0.94,234783000.0,138697000.0,0.215,35.906,0.924,11.68,60.518,8393704538.0,210193000.0,5.138,-29049000.0,167845000.0,718613000.0,0.287,1998
18183,BG,2025-02-20,2024-12-31,53108000000.0,8.09,2412000000.0,1137000000.0,0.112,5.537,3.728,0.963,8.396,9546563100.0,1944000000.0,2.146,-1376000000.0,1900000000.0,9913000000.0,1.408,2024
18184,BG,2024-02-22,2023-12-31,59540000000.0,15.07,3924000000.0,2243000000.0,0.216,4.248,14.69,1.245,6.025,13514298023.0,3473000000.0,2.127,-1122000000.0,3308000000.0,10851000000.0,1.249,2023
18185,BG,2023-02-24,2022-12-31,67232000000.0,10.83,2809000000.0,1610000000.0,0.183,6.843,-41.046,1.594,9.132,14701780234.0,2401000000.0,1.746,-555000000.0,-5549000000.0,9224000000.0,1.585,2022
18186,BG,2022-02-24,2021-12-31,59152000000.0,14.5,3143000000.0,2078000000.0,0.282,6.465,-23.352,1.878,7.045,14400105571.0,2719000000.0,1.765,-399000000.0,-2894000000.0,7669000000.0,2.086,2021
18187,BG,2021-02-19,2020-12-31,41404000000.0,7.97,2093000000.0,1145000000.0,0.21,8.819,-27.727,1.764,9.55,10705649482.0,1658000000.0,1.473,-365000000.0,-3536000000.0,6069000000.0,2.875,2020
18188,BG,2020-02-21,2019-12-31,41140000000.0,-9.34,-307000000.0,-1280000000.0,-0.232,-42.28,-9.414,1.277,-5.712,7550908594.0,-855000000.0,1.554,-524000000.0,-808000000.0,5913000000.0,2.078,2019
18189,BG,2019-02-22,2018-12-31,45743000000.0,1.65,1407000000.0,267000000.0,0.036,8.734,-12.457,1.183,31.355,7305688645.0,785000000.0,1.543,-492000000.0,-1264000000.0,6173000000.0,2.114,2018
18190,BG,2018-02-23,2017-12-31,45794000000.0,0.9,1088000000.0,160000000.0,0.017,13.473,2.565,1.508,85.559,10780420745.0,479000000.0,1.674,-646000000.0,1006000000.0,7148000000.0,1.611,2017
18191,BG,2017-02-28,2016-12-31,42679000000.0,5.07,1746000000.0,745000000.0,0.101,8.447,8.202,1.598,16.105,11418794953.0,1199000000.0,1.444,-757000000.0,1904000000.0,7144000000.0,1.658,2016
18192,BG,2016-02-25,2015-12-31,43455000000.0,5.14,1890000000.0,791000000.0,0.107,5.941,-0.181,1.116,9.741,7188541646.0,1345000000.0,1.487,-636000000.0,610000000.0,6441000000.0,1.75,2015
18193,BG,2015-03-02,2014-12-31,57161000000.0,3.2,1718000000.0,515000000.0,0.049,8.946,3.981,1.406,25.425,11873515142.0,1111000000.0,1.503,-817000000.0,1399000000.0,8446000000.0,1.509,2014
18194,BG,2014-02-28,2013-12-31,61347000000.0,1.57,2141000000.0,306000000.0,0.022,7.308,8.111,1.191,51.059,11743480474.0,1573000000.0,1.418,-1031000000.0,2225000000.0,9857000000.0,1.694,2013
18195,BG,2013-03-01,2012-12-31,60991000000.0,0.19,922000000.0,64000000.0,0.002,17.354,-10.438,0.987,382.877,10720569425.0,352000000.0,1.493,-1067000000.0,-457000000.0,10862000000.0,1.475,2012
18196,BG,2012-02-27,2011-12-31,58743000000.0,6.2,1814000000.0,942000000.0,0.073,7.17,11.12,0.834,10.749,9759892275.0,1288000000.0,1.89,-984000000.0,2614000000.0,11707000000.0,0.957,2011
18197,BG,2011-03-01,2010-12-31,45707000000.0,16.2,3784000000.0,2354000000.0,0.201,3.885,-24.725,0.851,4.547,10399478341.0,3341000000.0,1.581,-1056000000.0,-2435000000.0,12220000000.0,1.1,2010
18198,BG,2010-03-01,2009-12-31,41926000000.0,2.24,977000000.0,361000000.0,0.033,12.212,-9.885,0.913,30.631,8668638183.0,534000000.0,1.898,-882000000.0,-368000000.0,9494000000.0,1.15,2009
18199,BG,2009-03-02,2008-12-31,52574000000.0,8.11,2031000000.0,986000000.0,0.116,3.82,13.873,0.697,5.253,5179711376.0,1592000000.0,1.632,-857000000.0,2543000000.0,7436000000.0,1.721,2008
18200,BG,2008-03-03,2007-12-31,37842000000.0,6.11,1786000000.0,738000000.0,0.111,9.548,-8.4,1.698,18.275,13487159124.0,1401000000.0,1.643,-603000000.0,-411000000.0,7945000000.0,1.768,2007
18201,BG,2007-03-01,2006-12-31,26274000000.0,4.32,1085000000.0,517000000.0,0.106,11.796,-6.214,1.708,18.724,9680096041.0,761000000.0,1.859,-454000000.0,-289000000.0,5668000000.0,1.531,2006
18202,BG,2006-03-15,2005-12-31,24275000000.0,4.73,957000000.0,530000000.0,0.138,9.334,-0.722,1.453,11.587,6140850576.0,679000000.0,1.815,-463000000.0,382000000.0,4226000000.0,1.708,2005
18203,BG,2005-03-16,2004-12-31,25168000000.0,4.42,1184000000.0,469000000.0,0.161,7.411,3.575,1.756,12.634,5925349433.0,972000000.0,1.709,-423000000.0,802000000.0,3375000000.0,2.232,2004
18204,BG,2004-03-15,2003-12-31,22165000000.0,4.12,1011000000.0,411000000.0,0.214,6.748,-3.178,1.648,9.531,3917405149.0,827000000.0,1.63,-276000000.0,-41000000.0,2377000000.0,3.158,2003
18205,BG,2003-03-31,2002-12-31,14074000000.0,2.66,530000000.0,255000000.0,0.179,10.249,-1.074,1.698,9.801,2499198982.0,359000000.0,1.436,-233000000.0,130000000.0,1472000000.0,4.672,2002
18206,BG,2002-03-28,2001-12-31,11484000000.0,1.87,369000000.0,134000000.0,,9.253,-0.167,1.308,13.435,1800307915.0,202000000.0,1.4,-221000000.0,209000000.0,1376000000.0,2.956,2001
18207,BFO1,2000-03-30,1999-12-31,8637000000.0,2.53,1361000000.0,717000000.0,0.811,11.323,3.005,13.873,18.149,13012884924.0,1101000000.0,0.931,-278000000.0,1110000000.0,938000000.0,5.644,1999
18208,BFO1,1999-03-24,1998-12-31,8374000000.0,2.14,1231000000.0,624000000.0,0.618,13.099,1.831,13.873,21.81,13609454656.0,976000000.0,1.04,-304000000.0,819000000.0,981000000.0,5.56,1998
18209,BFI1,1998-12-04,1998-12-31,4745748000.0,1.869,693900000.0,338811000.0,0.189,9.442,1.155,3.424,14.285,4839789210.0,693900000.0,0.942,-525447000.0,733581000.0,1413458000.0,2.537,1998
18210,BFH,2025-02-14,2024-12-31,2441000000.0,5.58,469000000.0,277000000.0,0.09,10.537,36.754,1.004,11.061,3063853938.0,379000000.0,,-36000000.0,1859000000.0,3051000000.0,6.503,2024
18211,BFH,2024-02-20,2023-12-31,3060000000.0,14.39,1065000000.0,718000000.0,0.256,3.349,38.936,0.639,2.597,1864776839.0,949000000.0,,-48000000.0,1987000000.0,2918000000.0,6.93,2023
18212,BFH,2023-02-28,2022-12-31,2232000000.0,4.47,412000000.0,223000000.0,0.097,14.986,35.671,0.909,9.23,2058240340.0,299000000.0,,-68000000.0,1848000000.0,2265000000.0,10.217,2022
18213,BFH,2022-02-25,2021-12-31,2728000000.0,16.09,1171000000.0,801000000.0,0.393,6.637,29.356,1.62,4.218,3378992077.0,1048000000.0,,-84000000.0,1543000000.0,2086000000.0,9.425,2021
18214,BFH,2021-02-26,2020-12-31,4521400000.0,4.47,990900000.0,213700000.0,0.168,10.626,38.257,3.152,22.441,4795572422.0,807100000.0,1.884,-54000000.0,1882700000.0,1521600000.0,13.818,2020
18215,BFH,2020-02-28,2019-12-31,5581300000.0,5.36,1262100000.0,278000000.0,0.144,8.449,21.508,2.575,14.713,4090259233.0,1012800000.0,2.031,-142300000.0,1217700000.0,1588300000.0,15.681,2019
18216,BFH,2019-02-26,2018-12-31,7791200000.0,17.56,2381600000.0,963100000.0,0.441,7.884,46.541,3.967,9.605,9250745917.0,1894300000.0,2.152,-199800000.0,2754900000.0,2332100000.0,12.03,2018
18217,BFH,2018-02-27,2017-12-31,7719400000.0,14.17,2143100000.0,788700000.0,0.506,11.264,42.804,7.246,17.045,13443270082.0,1645500000.0,2.435,-225400000.0,2609600000.0,1855300000.0,15.539,2017
18218,BFH,2017-02-27,2016-12-31,7138100000.0,7.37,1775800000.0,515800000.0,0.298,13.796,32.106,8.323,26.756,13800686528.0,1263700000.0,2.122,-207000000.0,2088400000.0,1658200000.0,14.387,2016
18219,BFH,2016-02-25,2015-12-31,6439746000.0,8.91,1745113000.0,596541000.0,0.305,13.172,24.472,6.268,21.12,12598975766.0,1252973000.0,2.537,-191683000.0,1705841000.0,2010030000.0,10.072,2015
18220,BFH,2015-02-27,2014-12-31,5302940000.0,8.72,1401702000.0,506293000.0,0.377,18.418,21.027,7.299,34.549,17491894634.0,1088620000.0,2.191,-158694000.0,1344159000.0,2396380000.0,7.358,2014
18221,BFH,2014-02-28,2013-12-31,4319063000.0,10.09,1315031000.0,496170000.0,0.721,16.412,17.648,17.715,30.554,15160044263.0,1098912000.0,2.305,-135376000.0,1003492000.0,855761000.0,14.477,2013
18222,BFH,2013-02-28,2012-12-31,3641390000.0,8.44,1141240000.0,422256000.0,1.008,12.274,20.351,14.976,18.744,7914571075.0,974364000.0,1.815,-116455000.0,1134190000.0,528487000.0,21.707,2012
18223,BFH,2012-02-27,2011-12-31,3173287000.0,6.22,965833000.0,315286000.0,2.741,11.738,18.503,34.718,19.377,6109267386.0,812680000.0,1.714,-73502000.0,1011347000.0,175966000.0,50.034,2011
18224,BFH,2011-02-28,2010-12-31,2791421000.0,3.69,770545000.0,193737000.0,15.47,12.221,15.875,174.331,20.781,4026002578.0,627319000.0,1.587,-68755000.0,902709000.0,23094000.0,357.195,2010
18225,BFH,2010-03-01,2009-12-31,1964341000.0,2.58,425309000.0,143734000.0,0.488,10.633,5.477,10.828,20.549,2953522942.0,374772000.0,1.108,-52970000.0,358414000.0,272776000.0,18.157,2009
18226,BFH,2009-03-02,2008-12-31,2025267000.0,3.04,593906000.0,217393000.0,0.286,5.416,5.615,4.177,7.573,1646351389.0,450096000.0,0.995,-49556000.0,451019000.0,394120000.0,10.055,2008
18227,BFH,2008-02-28,2007-12-31,2291189000.0,2.09,521598000.0,164061000.0,0.146,9.322,5.802,3.482,25.405,4167992468.0,354966000.0,1.096,-116652000.0,571521000.0,1196966000.0,2.428,2007
18228,BFH,2007-02-26,2006-12-31,1998742000.0,2.38,478902000.0,189605000.0,0.185,11.346,4.621,4.543,25.677,4868473568.0,353862000.0,1.492,-100352000.0,468780000.0,1071533000.0,2.177,2006
18229,BFH,2006-03-07,2005-12-31,1552437000.0,1.69,336315000.0,138745000.0,0.147,11.407,0.525,3.823,25.383,3521729883.0,236608000.0,0.994,-65900000.0,109081000.0,921107000.0,2.177,2005
18230,BFH,2006-03-03,2005-12-31,1552437000.0,1.69,336315000.0,138745000.0,0.147,11.374,0.525,3.811,25.302,3510462923.0,236608000.0,0.994,-65900000.0,109081000.0,921107000.0,2.177,2005
18231,BFH,2005-03-04,2004-12-31,1257438000.0,1.27,262689000.0,102371000.0,0.128,13.023,3.78,3.633,30.892,3162475787.0,171291000.0,1.101,-48329000.0,353067000.0,870520000.0,1.572,2004
18232,BFH,2004-03-05,2003-12-31,1049144000.0,0.86,200824000.0,67298000.0,0.104,12.606,1.011,3.431,35.805,2409582893.0,126263000.0,1.189,-46955000.0,125804000.0,702331000.0,1.66,2003
18233,BFH,2003-03-12,2002-12-31,871451000.0,0.35,134564000.0,26203000.0,0.05,10.193,1.147,2.044,42.329,1109151587.0,68089000.0,0.91,-42379000.0,127762000.0,542738000.0,1.678,2002
18234,BFH,2002-04-01,2001-12-31,777351000.0,-0.18,107681000.0,-8232000.0,-0.019,19.702,2.061,3.814,-234.291,1928681046.0,33477000.0,1.079,-36637000.0,169681000.0,505728000.0,1.921,2001
18235,BF.B,2024-06-14,2024-12-31,4178000000.0,2.15,1512000000.0,1024000000.0,0.302,15.404,0.886,5.868,20.153,20636334116.0,1425000000.0,2.589,-228000000.0,647000000.0,3517000000.0,1.322,2024
18236,BF.B,2023-06-16,2023-12-31,4228000000.0,1.63,1187000000.0,783000000.0,0.258,28.55,0.953,9.593,40.039,31350438758.0,1107000000.0,3.506,-183000000.0,640000000.0,3268000000.0,1.38,2023
18237,BF.B,2022-06-17,2022-12-31,3933000000.0,1.75,1275000000.0,838000000.0,0.309,26.111,1.666,11.652,38.056,31890607538.0,1196000000.0,3.652,-138000000.0,936000000.0,2737000000.0,1.328,2022
18238,BF.B,2021-06-21,2021-12-31,3461000000.0,1.89,1239000000.0,903000000.0,0.373,29.743,1.571,13.344,39.25,35442460736.0,1162000000.0,4.267,-65000000.0,817000000.0,2656000000.0,1.456,2021
18239,BF.B,2020-06-22,2020-12-31,3363000000.0,1.73,1165000000.0,827000000.0,0.436,28.628,1.265,15.911,37.999,31424928432.0,1091000000.0,3.71,-119000000.0,724000000.0,1975000000.0,1.919,2020
18240,BF.B,2020-06-19,2020-12-31,3363000000.0,1.73,1165000000.0,827000000.0,0.436,28.468,1.265,15.817,37.773,31238416149.0,1091000000.0,3.71,-119000000.0,724000000.0,1975000000.0,1.919,2020
18241,BF.B,2019-06-13,2019-12-31,3324000000.0,1.74,1202000000.0,835000000.0,0.556,24.523,1.423,16.602,32.746,27343076443.0,1130000000.0,3.868,-121000000.0,800000000.0,1647000000.0,2.12,2019
18242,BF.B,2018-06-13,2018-12-31,3248000000.0,1.49,1109000000.0,717000000.0,0.514,24.739,1.048,19.087,35.033,25118837785.0,1045000000.0,3.112,-128000000.0,632000000.0,1316000000.0,2.781,2018
18243,BF.B,2017-06-15,2017-12-31,2994000000.0,1.376,1050000000.0,669000000.0,0.518,20.074,1.091,13.949,28.566,19110409574.0,992000000.0,2.424,-115000000.0,639000000.0,1370000000.0,2.376,2017
18244,BF.B,2016-06-16,2016-12-31,4011000000.0,2.104,1591000000.0,1067000000.0,0.701,12.864,0.841,12.31,18.021,19228044355.0,1535000000.0,2.823,-110000000.0,524000000.0,1562000000.0,1.678,2016
18245,BF.B,2015-06-18,2015-12-31,4096000000.0,1.292,1080000000.0,684000000.0,0.339,20.232,0.941,11.041,30.749,21032381506.0,1029000000.0,2.353,-121000000.0,608000000.0,1905000000.0,1.201,2015
18246,BF.B,2014-06-20,2014-12-31,3946000000.0,1.232,1023000000.0,659000000.0,0.355,20.682,0.98,10.133,31.244,20589733585.0,973000000.0,3.881,-126000000.0,649000000.0,2032000000.0,1.019,2014
18247,BF.B,2013-06-27,2013-12-31,3784000000.0,1.108,952000000.0,591000000.0,0.312,16.206,0.825,8.986,24.754,14629674540.0,901000000.0,3.85,-96000000.0,537000000.0,1628000000.0,1.227,2013
18248,BF.B,2012-06-27,2012-12-31,3614000000.0,0.957,840000000.0,513000000.0,0.251,16.108,0.854,6.457,26.04,13358601356.0,791000000.0,4.329,-61000000.0,516000000.0,2069000000.0,0.681,2012
18249,BF.B,2011-06-27,2011-12-31,3404000000.0,1.045,914000000.0,572000000.0,0.294,11.927,0.915,5.199,18.723,10709329288.0,858000000.0,2.795,-30000000.0,527000000.0,2060000000.0,0.802,2011
18250,BF.B,2010-06-25,2010-12-31,3226000000.0,0.808,772000000.0,449000000.0,0.241,11.709,0.925,4.524,19.093,8572680982.0,713000000.0,2.797,-35000000.0,545000000.0,1895000000.0,0.785,2010
18251,BF.B,2009-06-26,2009-12-31,3192000000.0,0.771,722000000.0,435000000.0,0.242,9.979,0.776,3.604,15.048,6545690716.0,667000000.0,1.883,-54000000.0,491000000.0,1816000000.0,0.914,2009
18252,BF.B,2008-06-27,2008-12-31,3282000000.0,0.766,745000000.0,440000000.0,0.26,13.486,0.862,5.31,20.819,9160294869.0,693000000.0,1.48,-47000000.0,534000000.0,1725000000.0,0.974,2008
18253,BF.B,2007-06-28,2007-12-31,2806000000.0,0.676,653000000.0,389000000.0,0.231,15.143,0.523,5.718,23.121,8994158370.0,609000000.0,1.214,-53000000.0,355000000.0,1573000000.0,1.257,2007
18254,BF.B,2006-06-29,2006-12-31,2444000000.0,0.56,546000000.0,320000000.0,0.225,16.467,0.52,5.688,27.781,8889859301.0,502000000.0,2.83,-45000000.0,344000000.0,1563000000.0,0.745,2006
18255,BF.B,2005-06-30,2005-12-31,2729000000.0,0.54,555000000.0,308000000.0,0.254,13.893,0.616,5.63,23.944,7374725006.0,497000000.0,2.064,-44000000.0,396000000.0,1310000000.0,1.003,2005
18256,BF.B,2004-07-02,2004-12-31,2577000000.0,0.452,465000000.0,258000000.0,0.27,13.815,0.429,5.357,22.527,5811986831.0,409000000.0,2.935,-61000000.0,306000000.0,1085000000.0,1.19,2004
18257,BF.B,2003-07-24,2003-12-31,2378000000.0,0.388,436000000.0,245000000.0,0.198,12.663,0.206,5.663,19.417,4757056748.0,381000000.0,1.949,-126000000.0,243000000.0,840000000.0,1.695,2003
18258,BF.B,2002-07-26,2002-12-31,2208000000.0,0.355,411000000.0,228000000.0,0.183,11.214,0.28,3.446,19.815,4517825498.0,356000000.0,2.079,-71000000.0,250000000.0,1311000000.0,0.538,2002
18259,BF.B,2001-07-27,2001-12-31,2180000000.0,0.363,446000000.0,233000000.0,0.207,10.586,0.21,3.844,19.584,4563182919.0,382000000.0,1.848,-96000000.0,231000000.0,1187000000.0,0.634,2001
18260,BF.B,2000-07-25,2000-12-31,2134000000.0,0.339,420000000.0,218000000.0,0.221,8.508,0.262,3.327,15.992,3486230082.0,358000000.0,1.954,-73000000.0,241000000.0,1048000000.0,0.719,2000
18261,BF.B,1999-07-21,1999-12-31,2030000000.0,0.313,383000000.0,202000000.0,0.233,11.676,0.263,4.739,21.515,4346035739.0,328000000.0,1.932,-44000000.0,213000000.0,917000000.0,0.892,1999
18262,BF.B,1998-07-17,1998-12-31,1924000000.0,0.285,361000000.0,185000000.0,0.241,12.035,0.294,5.29,23.019,4258546756.0,310000000.0,2.275,-31000000.0,220000000.0,805000000.0,0.841,1998
18263,BEN,2024-11-12,2024-12-31,8478000000.0,0.85,1294000000.0,464800000.0,0.037,15.395,1.517,0.899,24.189,11243145025.0,777300000.0,,-177100000.0,971300000.0,12508100000.0,1.431,2024
18264,BEN,2023-11-13,2023-12-31,7849400000.0,1.72,1814200000.0,882800000.0,0.075,10.185,2.001,0.934,12.606,11128148662.0,1318800000.0,,-148800000.0,1138700000.0,11916900000.0,1.389,2023
18265,BEN,2022-11-14,2022-12-31,8275300000.0,2.53,2228900000.0,1291900000.0,0.112,7.985,3.736,1.152,10.232,13218320000.0,1786300000.0,,-90300000.0,1956700000.0,11474600000.0,1.241,2022
18266,BEN,2021-11-19,2021-12-31,8425500000.0,3.58,2655000000.0,1831200000.0,0.17,7.662,2.324,1.551,9.503,17402254033.0,2266200000.0,,-79300000.0,1245400000.0,11223400000.0,1.018,2021
18267,BEN,2020-11-23,2020-12-31,5566500000.0,1.59,1271900000.0,798900000.0,0.079,9.232,1.819,1.061,13.428,10727617288.0,1063100000.0,,-103700000.0,1021400000.0,10114500000.0,0.861,2020
18268,BEN,2019-11-12,2019-12-31,5774500000.0,2.35,1841900000.0,1195700000.0,0.121,4.735,-0.064,1.406,11.651,13931026822.0,1662700000.0,,-233700000.0,201600000.0,9906500000.0,0.319,2019
18269,BEN,2018-11-09,2018-12-31,6319100000.0,1.39,2442700000.0,764400000.0,0.074,3.953,4.138,1.6,20.721,15839239193.0,2285600000.0,,-106500000.0,2229700000.0,9899200000.0,0.316,2018
18270,BEN,2017-11-13,2017-12-31,6392200000.0,3.01,2659900000.0,1696700000.0,0.138,5.622,1.915,1.791,13.323,22604986419.0,2507600000.0,,-74900000.0,1135400000.0,12620000000.0,0.21,2017
18271,BEN,2016-11-14,2016-12-31,6618000000.0,2.94,2681000000.0,1726700000.0,0.146,5.828,2.866,1.845,12.755,22024149037.0,2518700000.0,,-97600000.0,1727700000.0,11935800000.0,0.294,2016
18272,BEN,2015-11-12,2015-12-31,7948700000.0,3.29,3208800000.0,2035300000.0,0.172,5.639,3.63,2.053,11.942,24306189685.0,2998600000.0,,-68800000.0,2252000000.0,11841000000.0,0.319,2015
18273,BEN,2014-11-12,2014-12-31,8491400000.0,3.79,3652000000.0,2384300000.0,0.212,8.217,3.35,3.061,14.871,35456504868.0,3429600000.0,,-53100000.0,2138000000.0,11584100000.0,0.338,2014
18274,BEN,2013-11-12,2013-12-31,7985000000.0,3.37,3284500000.0,2150200000.0,0.225,8.897,3.128,3.301,15.464,33251375733.0,3053000000.0,,-62200000.0,2035700000.0,10073100000.0,0.455,2013
18275,BEN,2012-11-15,2012-12-31,7101000000.0,2.993,2942800000.0,1931400000.0,0.221,8.1,1.551,2.947,14.037,27112011442.0,2730800000.0,,-78400000.0,1066200000.0,9201300000.0,0.54,2012
18276,BEN,2011-11-15,2011-12-31,7140039000.0,2.887,3008014000.0,1923580000.0,0.228,6.568,2.285,2.673,11.845,22785570639.0,2764440000.0,5.805,-131722000.0,1621778000.0,8524731000.0,0.546,2011
18277,BEN,2010-11-16,2010-12-31,5852999000.0,2.12,2347952000.0,1445689000.0,0.195,9.565,2.372,3.313,17.71,25602437962.0,2080507000.0,6.321,-57403000.0,1651039000.0,7726994000.0,0.383,2010
18278,BEN,2009-11-24,2009-12-31,4194087000.0,1.297,1466135000.0,896778000.0,0.123,15.418,0.867,3.353,28.534,25588884777.0,1284863000.0,7.228,-45183000.0,641402000.0,7632173000.0,0.232,2009
18279,BEN,2008-11-25,2008-12-31,6032386000.0,2.24,2467569000.0,1588213000.0,0.225,4.573,1.918,1.914,8.527,13543434317.0,2252347000.0,5.182,-70215000.0,1409241000.0,7074364000.0,0.286,2008
18280,BEN,2007-11-29,2007-12-31,6205769000.0,2.37,2687140000.0,1772938000.0,0.249,10.145,2.149,4.094,16.933,30021765144.0,2488521000.0,3.801,-94144000.0,1673633000.0,7332275000.0,0.35,2007
18281,BEN,2006-12-20,2006-12-31,5050726000.0,1.657,2080058000.0,1267568000.0,0.196,12.375,1.589,4.237,22.346,28325254076.0,1864787000.0,5.165,-69050000.0,1277890000.0,6684728000.0,0.407,2006
18282,BEN,2006-02-07,2005-12-31,4310098000.0,1.407,1667071000.0,1057631000.0,0.198,13.476,1.332,4.222,22.693,24001146003.0,1454898000.0,5.424,-74925000.0,1089209000.0,5684384000.0,0.551,2005
18283,BEN,2005-12-14,2005-12-31,4310098000.0,1.407,1667071000.0,1057631000.0,0.198,13.916,1.332,4.351,23.387,24734528451.0,1454898000.0,5.424,-74925000.0,1089209000.0,5684384000.0,0.551,2005
18284,BEN,2004-12-14,2004-12-31,3438208000.0,0.947,1212740000.0,706664000.0,0.146,12.877,1.223,3.362,24.294,17167400748.0,1029303000.0,4.391,-21256000.0,943358000.0,5106784000.0,0.596,2004
18285,BEN,2003-12-22,2003-12-31,2624448000.0,0.66,897533000.0,502830000.0,0.116,14.098,0.668,2.923,25.053,12597585004.0,720113000.0,6.077,-50159000.0,548025000.0,4310108000.0,0.617,2003
18286,BEN,2002-12-18,2002-12-31,2518532000.0,0.553,773698000.0,432723000.0,0.102,11.261,0.896,2.13,21.007,9090233904.0,590577000.0,5.105,-43493000.0,736800000.0,4266946000.0,0.505,2002
18287,BEN,2001-12-26,2001-12-31,2354843000.0,0.64,872192000.0,484721000.0,0.137,10.552,0.582,2.312,18.975,9197664749.0,648346000.0,4.22,-96934000.0,553187000.0,3977896000.0,0.575,2001
18288,BEN,2000-12-07,2000-12-31,2340140000.0,0.76,953190000.0,562089000.0,0.2,9.182,0.817,3.081,16.253,9135690150.0,753551000.0,3.383,-104344000.0,701713000.0,2965493000.0,0.363,2000
18289,BEN,1999-12-21,1999-12-31,2262497000.0,0.563,795056000.0,426711000.0,0.17,9.175,0.604,2.902,18.07,7710639078.0,595042000.0,3.054,-131085000.0,584467000.0,2656994000.0,0.38,1999
18290,BEN,1998-12-29,1998-12-31,2577272000.0,0.66,890193000.0,500450000.0,0.232,10.393,0.724,4.032,18.374,9195375129.0,698819000.0,2.639,-147664000.0,693663000.0,2280767000.0,0.526,1998
18291,BEN,1998-12-24,1998-12-31,2577272000.0,0.66,890193000.0,500450000.0,0.232,10.783,0.724,4.184,19.068,9542465328.0,698819000.0,2.639,-147664000.0,693663000.0,2280767000.0,0.526,1998
18292,BEAM2,2014-02-18,2013-12-31,2547300000.0,2.24,687000000.0,362500000.0,0.075,22.588,1.822,2.711,37.952,13757614218.0,566000000.0,4.09,-128500000.0,423800000.0,5074100000.0,0.692,2013
18293,BEAM2,2013-02-26,2012-12-31,2465900000.0,2.41,705700000.0,382400000.0,0.086,16.706,1.527,2.092,25.236,9650065698.0,595200000.0,2.369,-136500000.0,378200000.0,4612100000.0,0.873,2012
18294,BEAM2,2012-02-29,2011-12-31,2311100000.0,5.89,1264200000.0,911400000.0,0.162,8.183,1.527,2.106,9.471,8632187723.0,1064800000.0,3.209,-218500000.0,454500000.0,4099700000.0,0.827,2011
18295,BEAM2,2011-02-23,2010-12-31,7141500000.0,3.2,1038100000.0,487600000.0,0.09,12.268,3.593,1.643,19.112,9318867283.0,793000000.0,2.061,-223000000.0,770600000.0,5671100000.0,1.232,2010
18296,BEAM2,2010-02-24,2009-12-31,6694700000.0,1.61,749600000.0,242800000.0,0.05,14.241,4.716,1.301,27.297,6627752032.0,494900000.0,2.645,-157500000.0,866300000.0,5092400000.0,1.427,2009
18297,BEAM2,2009-02-27,2008-12-31,7608900000.0,2.05,909300000.0,311100000.0,0.056,8.939,4.227,0.761,11.463,3566082212.0,643800000.0,2.914,-176300000.0,817600000.0,4686000000.0,1.578,2008
18298,BEAM2,2008-03-03,2007-12-31,8563100000.0,4.98,1682900000.0,762600000.0,0.146,8.458,4.56,1.77,13.197,10064410500.0,1402500000.0,1.806,-267100000.0,965300000.0,5685500000.0,1.357,2007
